framework,page,delay_ms,concurrency,windows,requests,seconds,rps,rps_min,rps_max,rps_spread_pct,body_bytes,throughput_mib_s,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,ttfb_p50_ms,ttfb_p95_ms,cpu_pct,cpu_ms_per_req,elu_pct,eld_p99_ms,gc_count_per_s,gc_ms_per_1000_req,gc_observed_pct,gc_max_ms,load_cpu_pct,backend_cpu_pct,backend_delay_mean_ms,rss_peak_mib,heap_peak_mib,cgroup_peak_mib
next,hello,200,1,1,28,6.0694252849999994,4.61328687399766,4.61328687399766,4.61328687399766,0.0,4873,0.021439120232573123,216.11924960714273,214.06151199999977,226.85429099999965,241.62500899999986,213.83470399999987,226.73780400000032,7.587445232831721,16.595892857142857,6.4477814469728045,19.333119,0.0,0.0,0,0,6.773831237318245,4.175074989446397,201.20495267857248,455.03515625,54.2764892578125,408.38671875
next,hello,200,16,2,1229,16.336886259,75.22853379253608,74.889755720567,75.56320258248248,0.895201365711446,4873.0,0.349596627145176,211.80596356625563,209.33552900000007,229.59580049999997,240.12775050000008,209.1918705,229.33994950000002,28.784417542153804,3.836468806943385,25.07206620957823,17.379327,2.3197199934593655,238.87237357365206,1.7922613500469213,20.89496799558401,11.321593276826658,2.4216177145142876,201.15893796531674,518.57421875,85.085205078125,474.859375
next,hello,200,64,2,4963,16.376622302,303.0539453421901,301.18777275489526,304.9167624421931,1.2304705959486115,4873.0,1.408361148841577,209.15627500675907,206.2582725000002,225.44347600000003,259.14905699999997,206.23094049999963,225.4223310000001,49.33040054530464,1.632087158158718,38.98108683816022,17.313791000000002,8.588676930813289,149.57685293057705,4.521139950730118,14.562265999615192,12.135582500940675,2.871899125703016,200.86783864839305,518.64453125,93.15963745117188,474.984375
next,hello,50,1,1,99,6.0234055710000005,16.43588478860541,16.43588478860541,16.43588478860541,0.0,4869,0.07631904891559577,60.65086405050506,60.56658799999968,65.079383,74.56485599999996,60.42802399999982,64.62174700000014,16.849917877513445,10.276030303030304,15.1009686392864,15.933439,0.662517278220806,370.1371717633623,0.6069251222223991,20.212532997131348,5.708545262313945,2.3961161969296105,50.97886663636268,330.40625,60.539947509765625,284.1171875
next,hello,50,16,2,4662,16.097460159,289.6109046987454,287.79553319502713,291.43037402591875,1.2550773371854202,4869.0,1.3448004447263648,55.02360574673922,54.25888900000018,60.873563000000274,67.70176250000023,54.22835450000014,60.8532924999995,49.46902656558842,1.7110492289658605,39.04887833598275,16.023551,8.806396657741832,164.76756409130297,4.760229631209421,13.580682002007961,11.791133351052887,2.7293684223538666,50.89462356456855,529.16796875,76.00431060791016,485.5
next,hello,50,64,2,17844,16.10092377,1108.2593927466312,1100.6311370077963,1115.8831919145234,1.3762170667399034,4869.0,5.146125921021831,57.53585682492614,56.29774900000007,65.64601549999998,81.30966350000003,56.2889789999997,65.63851550000027,100.62720399093446,0.9099369731305269,73.04382129576899,16.519167,29.38366750285922,95.29395825351196,10.53926132356952,10.707651503384113,13.29321974397439,4.856884913780615,50.760950504168605,529.046875,107.32949829101562,485.5625
next,hello,500,1,1,12,6.18460601,1.9403014485638996,1.9403014485638996,1.9403014485638996,0.0,4873,0.00901707549939335,514.7751189166667,514.774852,517.142826,517.142826,514.3104280000002,516.731587,3.7127936435088555,19.191916666666668,3.111138031213893,14.368767,0.0,0.0,0,0,3.332710922147419,1.1925738582996674,501.06197408333054,318.03515625,46.389488220214844,276.453125
next,hello,500,16,2,512,16.591169483999998,30.85978963048727,30.741175817951383,30.979322323456604,0.7717048896209862,4873.0,0.14341544506219916,516.4921139941405,513.9441325000003,540.1440709999999,546.908042,513.8460005000002,539.92538,12.531592494003863,4.071046875,11.137067086115291,14.868479,0.8425734205559694,207.52472459571436,0.6397796974063057,17.40286450088024,7.522457582465818,1.4884062772857127,501.0438042343759,559.0390625,84.67938232421875,515.390625
next,hello,500,64,2,2048,16.691091169,122.70018654045253,122.49482460801518,122.90623820563336,0.33529989580133296,4873.0,0.5702206511930987,518.2362530507811,512.5209050000001,549.4305629999999,583.8471945000001,512.462213,549.412482,25.281998958901923,2.06934716796875,20.175756879405704,16.789503,3.3427005747720995,158.75246141513344,1.939514574540469,15.366708494722843,8.7620796482178,1.8946964116376488,500.9548234980451,559.0390625,96.01103210449219,515.44140625
next,large,200,1,1,27,6.283675958,4.296847924760541,4.296847924760541,4.296847924760541,0.0,1558038,6.384518000600875,232.3407193703703,230.67459700000018,237.16192300000012,284.47327199999927,226.31723500000044,233.3555060000001,24.553913920954766,57.88103703703704,17.34104571375946,20.086783,4.085018325869049,3659.3140727943846,1.5523302164686166,7.929755002260208,6.00237474735583,1.4124562210848992,201.48116777778637,448.23046875,43.34368896484375,405.3046875
next,large,200,16,2,934,16.289805473999998,57.336473507357006,54.19099754794662,60.49079291882414,10.987413395888698,1558038.0,85.20058987391786,277.3822295699471,269.8785694999999,376.5181749999999,423.9085355000001,267.0778869999999,371.2110935000003,83.62649302211028,14.900742982746571,60.42994546825834,46.039039,14.15367180988556,1012.1280126813178,5.666050085760373,41.719807498157024,24.253561505318896,2.6936435138143047,201.9424618454735,568.05859375,101.27005004882812,523.92578125
next,large,200,64,2,1960,16.894303436,116.01543724042769,87.41988045341178,145.2810076469547,49.87364489575026,1558038.0,172.88056673723162,570.192026087004,535.5598514999999,850.0496085,896.3169469999998,510.8158269999999,839.4620809999999,121.43682773688845,11.32737417545974,87.85066766450689,156.20505500000002,24.21133614866406,810.8315690236741,8.681973706503438,42.6595010086894,35.78770531704148,2.4721352733690174,202.48151753124966,576.40234375,136.07383728027344,532.1953125
next,large,50,1,1,96,6.053456371999999,15.858708496528338,15.858708496528338,15.858708496528338,0.0,1558034,23.563773187332185,62.995933666666666,62.65836300000046,67.55871300000001,73.22920299999998,61.10891899999979,65.04501299999993,45.91247261712394,29.00871875,29.428812728098364,13.737983,14.178469494166656,1900.1391256848972,3.0073746561706955,6.055518001317978,5.125165745460698,0.696310680275655,51.12017159374833,436.7890625,59.94171905517578,393.8046875
next,large,50,16,2,2565,16.143657986999997,158.88592300862155,150.52216791777002,167.26360600899244,10.536766111314964,1558034.0,236.0921099158332,100.42973555337865,97.72111200000018,130.32002849999975,145.95361599999995,96.36988249999968,126.35092549999968,131.57955384438142,8.319557449962936,93.47737721350606,27.664383,37.46239205915123,531.9810254107354,8.408669353555574,12.820201501250267,25.85989473173329,1.2327444458834482,51.282556158102395,506.95703125,95.7627182006836,463.33203125
next,large,50,64,2,2899,16.47836351,175.92766406935513,174.28514315380474,177.55886128079774,1.8608319187950004,1558034.0,261.3949401880557,358.6397881199292,358.1834624999999,407.0088239999998,418.0966045,355.0301480000003,389.24637399999983,135.83229534739783,7.733290580842269,99.37220276744407,92.372991,35.20566935719421,592.3220962858787,10.409604571063317,17.800475500524044,30.76444683693015,1.161849139757914,51.23073445757163,514.33203125,112.66816711425781,471.23828125
next,large,500,1,1,12,6.488203174,1.8495105159603007,1.8495105159603007,1.8495105159603007,0.0,1558038,2.7481152203233288,539.5860786666666,536.9697539999997,552.4691050000001,552.4691050000001,531.7294059999995,548.7630370000002,9.528086987223341,51.607416666666666,7.851756852575195,16.621567,0.7692762980791957,3430.4079997042813,0.6333435760593045,17.57353800535202,5.12006571990612,1.3086576032276112,500.73434191668156,450.3671875,70.58140563964844,401.671875
next,large,500,16,2,455,16.760723506,27.146799470626622,26.971181650431046,27.322373383148232,1.2936763801463336,1558038.0,40.336333225921535,582.4516008385337,585.1677239999997,630.3779099999999,639.1597624999999,581.7943584999998,614.0417904999999,35.72605604104501,13.16893057541446,25.918205463813884,31.023103,6.912338003816705,675.4442234557246,1.8333950784157866,8.59901450574398,10.81715008959592,1.2175277580708541,501.6508673159487,524.24609375,63.56108856201172,480.65625
next,large,500,64,2,1461,17.180166910000004,85.03991885839017,80.07279875495871,90.09692804658972,11.787557450899445,1558038.0,126.42426529237315,727.6841003599283,732.4503585000002,881.3537355,901.479545,729.352605,806.9542895,72.56109098277545,8.54542576714547,53.013633630853995,77.299711,18.484701063326916,576.1675761331023,4.889927752355774,11.439093507826328,19.168456046845122,0.8941259410665396,501.1552317136816,554.109375,127.43290710449219,505.296875
next,medium,200,1,1,27,6.057182351,4.457518105847099,4.457518105847099,4.457518105847099,0.0,813488,3.4581541909116225,224.06016681481483,224.0008170000001,229.4890200000001,231.11607000000004,222.02556400000003,227.95032400000036,17.42843392973095,39.19474074074074,11.944271075724009,14.974975,1.9762780641088598,2009.4280745144242,0.893517440640156,7.461080998182297,5.078228882582215,1.2623001669355505,201.27536133332694,448.5625,59.28569030761719,405.1953125
next,medium,200,16,2,1191,16.385599022,72.68577721210636,71.92219292189006,73.44614389174751,2.0966288430959046,813488.0,56.38856772320385,217.45436214897035,210.48871000000008,254.20350100000002,315.5121175,209.8371820000002,249.02480049999997,50.76288338434533,7.0062203100145535,36.488059800389706,19.599359,13.69395136434246,446.8469693961755,3.234013726824633,10.84824799746275,11.105592815205377,1.1397972800240168,201.09609133054232,532.328125,74.02643585205078,488.78515625
next,medium,200,64,2,3528,16.412156025999998,214.9626163930548,210.06720690739144,219.87037838094093,4.56040758995257,813488.0,166.77335089732884,293.3677935663783,289.1205745,407.91436649999997,425.23436949999996,287.63926999999967,388.67788099999996,109.93354537386816,5.126451990385345,78.65208012002549,47.185919,27.796939285663157,365.07771642762015,7.8348832038089,13.434235990047455,25.31790063809283,1.628242868108464,201.12602940696556,538.14453125,117.92884063720703,494.4609375
next,medium,50,1,1,71,6.147432519,11.549537108469073,11.549537108469073,11.549537108469073,0.0,813484,8.960117001672605,86.26566223943658,70.75605199999995,173.0729849999998,293.47826500000065,68.35495600000013,162.68576099999973,53.49571354797022,48.789605633802815,38.79336065625757,43.122687,3.7063341393753495,2838.4907751435967,3.112283598997444,30.704000994563103,15.833814347453583,4.380144094336122,51.91177854929644,457.56640625,57.59063720703125,414.28515625
next,medium,50,16,2,2404,16.132373881,149.017126539035,54.862514392179065,243.37139610588648,126.50148750810033,813484.0,115.68475458507936,177.13606781939293,176.32012799999984,309.7561280000002,400.2300249999998,171.98324400000013,299.83225300000015,125.13190201948197,14.179243154031838,91.37950368550491,58.142719,25.040616422417646,830.5921994834198,7.331669988694677,17.37866399437189,35.399490604432124,3.573311055027468,51.23369901322971,563.9765625,90.23204803466797,520.47265625
next,medium,50,64,2,3482,16.485704533000003,211.2132965279076,127.6953175852187,296.7268094985427,80.02881196023085,813484.0,164.63308793478325,351.3997728718382,311.1554030000001,466.0820115,1498.0883239999998,307.3182760000002,461.9066785000001,136.53619179513117,7.538722779762287,99.11712497752418,104.62822299999999,25.331068111388767,507.3367416625092,9.38158734705978,32.020584508776665,36.93884589305673,2.737400626351584,51.238606515464795,562.9375,124.99929809570312,515.203125
next,medium,500,1,1,12,6.3020344889999995,1.9041469895072167,1.9041469895072167,1.9041469895072167,0.0,813488,1.4772422086718051,524.6712081666666,522.769389,532.9713199999999,532.9713199999999,519.4806630000003,530.905642,7.574562602305221,39.868500000000004,5.273588040206405,13.557759,0.7916193864731578,1721.0684170325596,0.3269834698487145,10.651308000087738,4.142687981509313,1.1670859458921037,501.27698691667075,346.484375,77.13653564453125,300.3046875
next,medium,500,16,2,482,17.05297916,28.26485598074231,28.215066137997592,28.314821857864573,0.35293199418722254,813488.0,21.928017390240633,552.9551621016599,549.6925799999999,591.9497755,600.2362915,548.0619165000003,583.8166849999999,29.699943662331485,10.532134854771783,22.36792396809184,22.675455,5.440964748992878,503.939083162927,1.421168962798148,7.999031998217106,9.591653591827017,1.205350192354733,501.38145260580757,563.48828125,59.69488525390625,518.94140625
next,medium,500,64,2,1721,17.05325738,100.919135954541,99.9480562101325,101.89199498491546,1.9262340649236203,813488.0,78.29401949241503,618.8443830807025,622.8432700000003,723.7377895,740.8162165,620.1804034999996,700.7001795000001,58.0323143196138,5.758204763885662,42.21054549633702,41.664511000000005,13.060734340064851,389.97536799138885,3.9333153976676236,10.884292498230934,15.872271071867644,1.2554075829633544,501.2972067920976,571.87109375,105.19032287597656,527.46875
nuxt,hello,200,1,1,29,6.025688774,4.812727820449494,4.812727820449494,4.812727820449494,0.0,1413,0.006485351953787932,207.4607519655173,206.85509700000011,211.43018400000005,214.57797800000003,206.65643100000005,211.31464200000005,4.121810496861775,8.607620689655173,3.4662475031682094,14.311423,0.0,0.0,0,0,4.069494447055314,1.9791675213604147,201.1650926551605,317.6484375,90.07089233398438,270.80859375
nuxt,hello,200,16,2,1238,16.31756841,75.86914722179492,75.8027799265964,75.93584617786226,0.17538914847277104,1413.0,0.10223707136421208,209.18991599419837,207.73674249999976,219.7391300000004,226.59106250000013,207.64003500000035,219.58209,20.912477901189163,2.7631513701847794,18.444806189149734,15.044607,1.1001547684750237,157.0149476474546,1.188423087455989,17.44810000061989,14.626561218260402,3.095518969458152,201.24578573903997,329.93359375,54.51367950439453,286.0546875
nuxt,hello,200,64,2,4565,16.405786665999997,278.2554773469465,271.16742452396284,285.34762634813535,5.09610878440741,1413.0,0.37496364921678293,226.9528083776451,218.24326900000017,289.2021030000001,376.94703099999964,218.21158200000002,289.12199949999996,37.012611781535966,1.3392777211178335,31.981026011332712,24.969215,3.8224843338271373,101.22292641276621,2.7930268530295708,19.06096299737692,22.83634015297836,5.463076464141469,202.75760880860938,329.80859375,59.592987060546875,285.9921875
nuxt,hello,50,1,1,106,6.020933945,17.605242138227776,17.605242138227776,17.605242138227776,0.0,1411,0.023690220505751983,56.60045933962266,56.462007999999514,59.850950999999895,62.263800000000174,56.3970989999998,59.6568900000002,9.872744244204796,5.626367924528302,8.869604945309707,14.237695,0.16554035906077003,160.89895283276178,0.2823338664990353,17.05528900027275,5.573418465446662,2.3550145945829013,50.862260188675656,202.0234375,48.50849914550781,158.30078125
